FID,oid,nom_dept,nom_com,insee_com,nom_station,code_station,typologie,influence,nom_poll,id_poll_ue,valeur,unite,metrique,date_debut,date_fin,statut_valid,x_reglementaire,y_reglementaire
mes_sudpaca_mensuel_o3.fid-4a1e4dcb_16b9690f2e4_919,277,ALPES-MARITIMES,Nice,06088,NICE OUEST BOTANIQUE,FR24011,fond,Périurbaine,Ozone,7,69.1,ug.m-3,mensuelle,01/10/2018 00:00,31/10/2018 23:59,true,1039466.93923403,6296404.64314141
mes_sudpaca_mensuel_o3.fid-4a1e4dcb_16b9690f2e4_91a,276,ALPES-MARITIMES,Nice,06088,NICE OUEST BOTANIQUE,FR24011,fond,Périurbaine,Ozone,7,47.9,ug.m-3,mensuelle,01/11/2018 00:00,30/11/2018 23:59,true,1039466.93923403,6296404.64314141
mes_sudpaca_mensuel_o3.fid-4a1e4dcb_16b9690f2e4_91b,275,ALPES-MARITIMES,Nice,06088,NICE OUEST BOTANIQUE,FR24011,fond,Périurbaine,Ozone,7,41.8,ug.m-3,mensuelle,01/12/2018 00:00,31/12/2018 23:59,true,1039466.93923403,6296404.64314141
mes_sudpaca_mensuel_o3.fid-4a1e4dcb_16b9690f2e4_91c,274,ALPES-MARITIMES,Nice,06088,NICE OUEST BOTANIQUE,FR24011,fond,Périurbaine,Ozone,7,52,ug.m-3,mensuelle,01/01/2019 00:00,31/01/2019 23:59,true,1039466.93923403,6296404.64314141
mes_sudpaca_mensuel_o3.fid-4a1e4dcb_16b9690f2e4_91d,273,ALPES-MARITIMES,Nice,06088,NICE OUEST BOTANIQUE,FR24011,fond,Périurbaine,Ozone,7,61.9,ug.m-3,mensuelle,01/02/2019 00:00,28/02/2019 23:59,true,1039466.93923403,6296404.64314141
mes_sudpaca_mensuel_o3.fid-4a1e4dcb_16b9690f2e4_91e,272,ALPES-MARITIMES,Nice,06088,NICE OUEST BOTANIQUE,FR24011,fond,Périurbaine,Ozone,7,81.7,ug.m-3,mensuelle,01/03/2019 00:00,31/03/2019 23:59,true,1039466.93923403,6296404.64314141
mes_sudpaca_mensuel_o3.fid-4a1e4dcb_16b9690f2e4_91f,271,ALPES-MARITIMES,Nice,06088,NICE OUEST BOTANIQUE,FR24011,fond,Périurbaine,Ozone,7,84.3,ug.m-3,mensuelle,01/04/2019 00:00,30/04/2019 23:59,true,1039466.93923403,6296404.64314141
mes_sudpaca_mensuel_o3.fid-4a1e4dcb_16b9690f2e4_920,267,ALPES-MARITIMES,Nice,06088,NICE OUEST BOTANIQUE,FR24011,fond,Périurbaine,Ozone,7,79.2,ug.m-3,mensuelle,01/05/2019 00:00,31/05/2019 23:59,true,1039466.93923403,6296404.64314141
mes_sudpaca_mensuel_o3.fid-4a1e4dcb_16b9690f2e4_921,286,ALPES-MARITIMES,Beuil,06016,CIANS,FR24014,fond,Rurale,Ozone,7,66,ug.m-3,mensuelle,01/12/2017 00:00,31/12/2017 23:59,true,1019273.41259688,6340920.04649433
mes_sudpaca_mensuel_o3.fid-4a1e4dcb_16b9690f2e4_922,285,ALPES-MARITIMES,Beuil,06016,CIANS,FR24014,fond,Rurale,Ozone,7,66.3,ug.m-3,mensuelle,01/01/2018 00:00,31/01/2018 23:59,true,1019273.41259688,6340920.04649433
mes_sudpaca_mensuel_o3.fid-4a1e4dcb_16b9690f2e4_923,284,ALPES-MARITIMES,Beuil,06016,CIANS,FR24014,fond,Rurale,Ozone,7,68.8,ug.m-3,mensuelle,01/02/2018 00:00,28/02/2018 23:59,true,1019273.41259688,6340920.04649433
mes_sudpaca_mensuel_o3.fid-4a1e4dcb_16b9690f2e4_924,283,ALPES-MARITIMES,Beuil,06016,CIANS,FR24014,fond,Rurale,Ozone,7,79.5,ug.m-3,mensuelle,01/03/2018 00:00,31/03/2018 23:59,true,1019273.41259688,6340920.04649433
mes_sudpaca_mensuel_o3.fid-4a1e4dcb_16b9690f2e4_925,282,ALPES-MARITIMES,Beuil,06016,CIANS,FR24014,fond,Rurale,Ozone,7,92.8,ug.m-3,mensuelle,01/04/2018 00:00,30/04/2018 23:59,true,1019273.41259688,6340920.04649433
mes_sudpaca_mensuel_o3.fid-4a1e4dcb_16b9690f2e4_926,297,ALPES-MARITIMES,Beuil,06016,CIANS,FR24014,fond,Rurale,Ozone,7,68.1,ug.m-3,mensuelle,01/06/2018 00:00,30/06/2018 23:59,true,1019273.41259688,6340920.04649433
mes_sudpaca_mensuel_o3.fid-4a1e4dcb_16b9690f2e4_927,296,ALPES-MARITIMES,Beuil,06016,CIANS,FR24014,fond,Rurale,Ozone,7,81,ug.m-3,mensuelle,01/07/2018 00:00,31/07/2018 23:59,true,1019273.41259688,6340920.04649433
mes_sudpaca_mensuel_o3.fid-4a1e4dcb_16b9690f2e4_928,295,ALPES-MARITIMES,Beuil,06016,CIANS,FR24014,fond,Rurale,Ozone,7,79.9,ug.m-3,mensuelle,01/08/2018 00:00,31/08/2018 23:59,true,1019273.41259688,6340920.04649433
mes_sudpaca_mensuel_o3.fid-4a1e4dcb_16b9690f2e4_929,294,ALPES-MARITIMES,Beuil,06016,CIANS,FR24014,fond,Rurale,Ozone,7,65.6,ug.m-3,mensuelle,01/09/2018 00:00,30/09/2018 23:59,true,1019273.41259688,6340920.04649433
mes_sudpaca_mensuel_o3.fid-4a1e4dcb_16b9690f2e4_92a,293,ALPES-MARITIMES,Beuil,06016,CIANS,FR24014,fond,Rurale,Ozone,7,63.4,ug.m-3,mensuelle,01/10/2018 00:00,31/10/2018 23:59,true,1019273.41259688,6340920.04649433
mes_sudpaca_mensuel_o3.fid-4a1e4dcb_16b9690f2e4_92b,292,ALPES-MARITIMES,Beuil,06016,CIANS,FR24014,fond,Rurale,Ozone,7,55.9,ug.m-3,mensuelle,01/11/2018 00:00,30/11/2018 23:59,true,1019273.41259688,6340920.04649433
mes_sudpaca_mensuel_o3.fid-4a1e4dcb_16b9690f2e4_92c,291,ALPES-MARITIMES,Beuil,06016,CIANS,FR24014,fond,Rurale,Ozone,7,,ug.m-3,mensuelle,01/12/2018 00:00,31/12/2018 23:59,true,1019273.41259688,6340920.04649433
mes_sudpaca_mensuel_o3.fid-4a1e4dcb_16b9690f2e4_92d,290,ALPES-MARITIMES,Beuil,06016,CIANS,FR24014,fond,Rurale,Ozone,7,,ug.m-3,mensuelle,01/01/2019 00:00,31/01/2019 23:59,true,1019273.41259688,6340920.04649433
mes_sudpaca_mensuel_o3.fid-4a1e4dcb_16b9690f2e4_92e,289,ALPES-MARITIMES,Beuil,06016,CIANS,FR24014,fond,Rurale,Ozone,7,,ug.m-3,mensuelle,01/02/2019 00:00,28/02/2019 23:59,true,1019273.41259688,6340920.04649433
mes_sudpaca_mensuel_o3.fid-4a1e4dcb_16b9690f2e4_92f,288,ALPES-MARITIMES,Beuil,06016,CIANS,FR24014,fond,Rurale,Ozone,7,,ug.m-3,mensuelle,01/03/2019 00:00,31/03/2019 23:59,true,1019273.41259688,6340920.04649433
mes_sudpaca_mensuel_o3.fid-4a1e4dcb_16b9690f2e4_930,287,ALPES-MARITIMES,Beuil,06016,CIANS,FR24014,fond,Rurale,Ozone,7,,ug.m-3,mensuelle,01/04/2019 00:00,30/04/2019 23:59,false,1019273.41259688,6340920.04649433
mes_sudpaca_mensuel_o3.fid-4a1e4dcb_16b9690f2e4_931,303,ALPES-MARITIMES,Grasse,06069,GRASSE CLAVECIN,FR24015,fond,Urbaine,Ozone,7,48,ug.m-3,mensuelle,01/12/2017 00:00,31/12/2017 23:59,true,1016237.08408186,6292156.04350805
mes_sudpaca_mensuel_o3.fid-4a1e4dcb_16b9690f2e4_932,302,ALPES-MARITIMES,Grasse,06069,GRASSE CLAVECIN,FR24015,fond,Urbaine,Ozone,7,54.9,ug.m-3,mensuelle,01/01/2018 00:00,31/01/2018 23:59,true,1016237.08408186,6292156.04350805
mes_sudpaca_mensuel_o3.fid-4a1e4dcb_16b9690f2e4_933,301,ALPES-MARITIMES,Grasse,06069,GRASSE CLAVECIN,FR24015,fond,Urbaine,Ozone,7,52.2,ug.m-3,mensuelle,01/02/2018 00:00,28/02/2018 23:59,true,1016237.08408186,6292156.04350805
mes_sudpaca_mensuel_o3.fid-4a1e4dcb_16b9690f2e4_934,300,ALPES-MARITIMES,Grasse,06069,GRASSE CLAVECIN,FR24015,fond,Urbaine,Ozone,7,68.2,ug.m-3,mensuelle,01/03/2018 00:00,31/03/2018 23:59,true,1016237.08408186,6292156.04350805
mes_sudpaca_mensuel_o3.fid-4a1e4dcb_16b9690f2e4_935,299,ALPES-MARITIMES,Grasse,06069,GRASSE CLAVECIN,FR24015,fond,Urbaine,Ozone,7,86.3,ug.m-3,mensuelle,01/04/2018 00:00,30/04/2018 23:59,true,1016237.08408186,6292156.04350805
mes_sudpaca_mensuel_o3.fid-4a1e4dcb_16b9690f2e4_936,314,ALPES-MARITIMES,Grasse,06069,GRASSE CLAVECIN,FR24015,fond,Urbaine,Ozone,7,76.2,ug.m-3,mensuelle,01/06/2018 00:00,30/06/2018 23:59,true,1016237.08408186,6292156.04350805
mes_sudpaca_mensuel_o3.fid-4a1e4dcb_16b9690f2e4_937,313,ALPES-MARITIMES,Grasse,06069,GRASSE CLAVECIN,FR24015,fond,Urbaine,Ozone,7,80.6,ug.m-3,mensuelle,01/07/2018 00:00,31/07/2018 23:59,true,1016237.08408186,6292156.04350805
mes_sudpaca_mensuel_o3.fid-4a1e4dcb_16b9690f2e4_938,312,ALPES-MARITIMES,Grasse,06069,GRASSE CLAVECIN,FR24015,fond,Urbaine,Ozone,7,83.3,ug.m-3,mensuelle,01/08/2018 00:00,31/08/2018 23:59,true,1016237.08408186,6292156.04350805
mes_sudpaca_mensuel_o3.fid-4a1e4dcb_16b9690f2e4_939,311,ALPES-MARITIMES,Grasse,06069,GRASSE CLAVECIN,FR24015,fond,Urbaine,Ozone,7,74.9,ug.m-3,mensuelle,01/09/2018 00:00,30/09/2018 23:59,true,1016237.08408186,6292156.04350805
mes_sudpaca_mensuel_o3.fid-4a1e4dcb_16b9690f2e4_93a,310,ALPES-MARITIMES,Grasse,06069,GRASSE CLAVECIN,FR24015,fond,Urbaine,Ozone,7,54.7,ug.m-3,mensuelle,01/10/2018 00:00,31/10/2018 23:59,true,1016237.08408186,6292156.04350805
mes_sudpaca_mensuel_o3.fid-4a1e4dcb_16b9690f2e4_93b,309,ALPES-MARITIMES,Grasse,06069,GRASSE CLAVECIN,FR24015,fond,Urbaine,Ozone,7,49.1,ug.m-3,mensuelle,01/11/2018 00:00,30/11/2018 23:59,true,1016237.08408186,6292156.04350805
mes_sudpaca_mensuel_o3.fid-4a1e4dcb_16b9690f2e4_93c,308,ALPES-MARITIMES,Grasse,06069,GRASSE CLAVECIN,FR24015,fond,Urbaine,Ozone,7,47,ug.m-3,mensuelle,01/12/2018 00:00,31/12/2018 23:59,true,1016237.08408186,6292156.04350805
mes_sudpaca_mensuel_o3.fid-4a1e4dcb_16b9690f2e4_93d,307,ALPES-MARITIMES,Grasse,06069,GRASSE CLAVECIN,FR24015,fond,Urbaine,Ozone,7,49.6,ug.m-3,mensuelle,01/01/2019 00:00,31/01/2019 23:59,true,1016237.08408186,6292156.04350805
mes_sudpaca_mensuel_o3.fid-4a1e4dcb_16b9690f2e4_93e,306,ALPES-MARITIMES,Grasse,06069,GRASSE CLAVECIN,FR24015,fond,Urbaine,Ozone,7,61.2,ug.m-3,mensuelle,01/02/2019 00:00,28/02/2019 23:59,true,1016237.08408186,6292156.04350805
mes_sudpaca_mensuel_o3.fid-4a1e4dcb_16b9690f2e4_93f,305,ALPES-MARITIMES,Grasse,06069,GRASSE CLAVECIN,FR24015,fond,Urbaine,Ozone,7,81.7,ug.m-3,mensuelle,01/03/2019 00:00,31/03/2019 23:59,true,1016237.08408186,6292156.04350805
mes_sudpaca_mensuel_o3.fid-4a1e4dcb_16b9690f2e4_940,304,ALPES-MARITIMES,Grasse,06069,GRASSE CLAVECIN,FR24015,fond,Urbaine,Ozone,7,83.5,ug.m-3,mensuelle,01/04/2019 00:00,30/04/2019 23:59,true,1016237.08408186,6292156.04350805
mes_sudpaca_mensuel_o3.fid-4a1e4dcb_16b9690f2e4_941,298,ALPES-MARITIMES,Grasse,06069,GRASSE CLAVECIN,FR24015,fond,Urbaine,Ozone,7,69,ug.m-3,mensuelle,01/05/2019 00:00,31/05/2019 23:59,true,1016237.08408186,6292156.04350805
mes_sudpaca_mensuel_o3.fid-4a1e4dcb_16b9690f2e4_942,320,ALPES-DE-HAUTE-PROVENCE,Manosque,04112,MANOSQUE,FR24018,fond,Urbaine,Ozone,7,35,ug.m-3,mensuelle,01/12/2017 00:00,31/12/2017 23:59,true,924062.29276982,6308039.29551639
mes_sudpaca_mensuel_o3.fid-4a1e4dcb_16b9690f2e4_943,319,ALPES-DE-HAUTE-PROVENCE,Manosque,04112,MANOSQUE,FR24018,fond,Urbaine,Ozone,7,49.4,ug.m-3,mensuelle,01/01/2018 00:00,31/01/2018 23:59,true,924062.29276982,6308039.29551639
mes_sudpaca_mensuel_o3.fid-4a1e4dcb_16b9690f2e4_944,318,ALPES-DE-HAUTE-PROVENCE,Manosque,04112,MANOSQUE,FR24018,fond,Urbaine,Ozone,7,44.8,ug.m-3,mensuelle,01/02/2018 00:00,28/02/2018 23:59,true,924062.29276982,6308039.29551639
mes_sudpaca_mensuel_o3.fid-4a1e4dcb_16b9690f2e4_945,317,ALPES-DE-HAUTE-PROVENCE,Manosque,04112,MANOSQUE,FR24018,fond,Urbaine,Ozone,7,63.4,ug.m-3,mensuelle,01/03/2018 00:00,31/03/2018 23:59,true,924062.29276982,6308039.29551639
mes_sudpaca_mensuel_o3.fid-4a1e4dcb_16b9690f2e4_946,316,ALPES-DE-HAUTE-PROVENCE,Manosque,04112,MANOSQUE,FR24018,fond,Urbaine,Ozone,7,72.8,ug.m-3,mensuelle,01/04/2018 00:00,30/04/2018 23:59,true,924062.29276982,6308039.29551639
mes_sudpaca_mensuel_o3.fid-4a1e4dcb_16b9690f2e4_947,331,ALPES-DE-HAUTE-PROVENCE,Manosque,04112,MANOSQUE,FR24018,fond,Urbaine,Ozone,7,68.8,ug.m-3,mensuelle,01/06/2018 00:00,30/06/2018 23:59,true,924062.29276982,6308039.29551639
mes_sudpaca_mensuel_o3.fid-4a1e4dcb_16b9690f2e4_948,330,ALPES-DE-HAUTE-PROVENCE,Manosque,04112,MANOSQUE,FR24018,fond,Urbaine,Ozone,7,95.8,ug.m-3,mensuelle,01/07/2018 00:00,31/07/2018 23:59,true,924062.29276982,6308039.29551639
mes_sudpaca_mensuel_o3.fid-4a1e4dcb_16b9690f2e4_949,329,ALPES-DE-HAUTE-PROVENCE,Manosque,04112,MANOSQUE,FR24018,fond,Urbaine,Ozone,7,73.7,ug.m-3,mensuelle,01/08/2018 00:00,31/08/2018 23:59,true,924062.29276982,6308039.29551639
mes_sudpaca_mensuel_o3.fid-4a1e4dcb_16b9690f2e4_94a,328,ALPES-DE-HAUTE-PROVENCE,Manosque,04112,MANOSQUE,FR24018,fond,Urbaine,Ozone,7,72.1,ug.m-3,mensuelle,01/09/2018 00:00,30/09/2018 23:59,true,924062.29276982,6308039.29551639
mes_sudpaca_mensuel_o3.fid-4a1e4dcb_16b9690f2e4_94b,327,ALPES-DE-HAUTE-PROVENCE,Manosque,04112,MANOSQUE,FR24018,fond,Urbaine,Ozone,7,48,ug.m-3,mensuelle,01/10/2018 00:00,31/10/2018 23:59,true,924062.29276982,6308039.29551639
mes_sudpaca_mensuel_o3.fid-4a1e4dcb_16b9690f2e4_94c,326,ALPES-DE-HAUTE-PROVENCE,Manosque,04112,MANOSQUE,FR24018,fond,Urbaine,Ozone,7,36.3,ug.m-3,mensuelle,01/11/2018 00:00,30/11/2018 23:59,true,924062.29276982,6308039.29551639
mes_sudpaca_mensuel_o3.fid-4a1e4dcb_16b9690f2e4_94d,325,ALPES-DE-HAUTE-PROVENCE,Manosque,04112,MANOSQUE,FR24018,fond,Urbaine,Ozone,7,31.4,ug.m-3,mensuelle,01/12/2018 00:00,31/12/2018 23:59,true,924062.29276982,6308039.29551639
mes_sudpaca_mensuel_o3.fid-4a1e4dcb_16b9690f2e4_94e,324,ALPES-DE-HAUTE-PROVENCE,Manosque,04112,MANOSQUE,FR24018,fond,Urbaine,Ozone,7,44.5,ug.m-3,mensuelle,01/01/2019 00:00,31/01/2019 23:59,true,924062.29276982,6308039.29551639
mes_sudpaca_mensuel_o3.fid-4a1e4dcb_16b9690f2e4_94f,323,ALPES-DE-HAUTE-PROVENCE,Manosque,04112,MANOSQUE,FR24018,fond,Urbaine,Ozone,7,46.1,ug.m-3,mensuelle,01/02/2019 00:00,28/02/2019 23:59,true,924062.29276982,6308039.29551639
mes_sudpaca_mensuel_o3.fid-4a1e4dcb_16b9690f2e4_950,322,ALPES-DE-HAUTE-PROVENCE,Manosque,04112,MANOSQUE,FR24018,fond,Urbaine,Ozone,7,76.4,ug.m-3,mensuelle,01/03/2019 00:00,31/03/2019 23:59,true,924062.29276982,6308039.29551639
mes_sudpaca_mensuel_o3.fid-4a1e4dcb_16b9690f2e4_951,321,ALPES-DE-HAUTE-PROVENCE,Manosque,04112,MANOSQUE,FR24018,fond,Urbaine,Ozone,7,78.2,ug.m-3,mensuelle,01/04/2019 00:00,30/04/2019 23:59,true,924062.29276982,6308039.29551639
mes_sudpaca_mensuel_o3.fid-4a1e4dcb_16b9690f2e4_952,315,ALPES-DE-HAUTE-PROVENCE,Manosque,04112,MANOSQUE,FR24018,fond,Urbaine,Ozone,7,76.7,ug.m-3,mensuelle,01/05/2019 00:00,31/05/2019 23:59,true,924062.29276982,6308039.29551639
mes_sudpaca_mensuel_o3.fid-4a1e4dcb_16b9690f2e4_953,337,ALPES-MARITIMES,Nice,06088,AEROPORT NICE,FR24030,fond,Périurbaine,Ozone,7,36,ug.m-3,mensuelle,01/12/2017 00:00,31/12/2017 23:59,true,1038885.81232927,6293319.45538434
mes_sudpaca_mensuel_o3.fid-4a1e4dcb_16b9690f2e4_954,336,ALPES-MARITIMES,Nice,06088,AEROPORT NICE,FR24030,fond,Périurbaine,Ozone,7,36.5,ug.m-3,mensuelle,01/01/2018 00:00,31/01/2018 23:59,true,1038885.81232927,6293319.45538434
mes_sudpaca_mensuel_o3.fid-4a1e4dcb_16b9690f2e4_955,335,ALPES-MARITIMES,Nice,06088,AEROPORT NICE,FR24030,fond,Périurbaine,Ozone,7,42.1,ug.m-3,mensuelle,01/02/2018 00:00,28/02/2018 23:59,true,1038885.81232927,6293319.45538434
mes_sudpaca_mensuel_o3.fid-4a1e4dcb_16b9690f2e4_956,334,ALPES-MARITIMES,Nice,06088,AEROPORT NICE,FR24030,fond,Périurbaine,Ozone,7,53.3,ug.m-3,mensuelle,01/03/2018 00:00,31/03/2018 23:59,true,1038885.81232927,6293319.45538434
mes_sudpaca_mensuel_o3.fid-4a1e4dcb_16b9690f2e4_957,333,ALPES-MARITIMES,Nice,06088,AEROPORT NICE,FR24030,fond,Périurbaine,Ozone,7,71.4,ug.m-3,mensuelle,01/04/2018 00:00,30/04/2018 23:59,true,1038885.81232927,6293319.45538434
mes_sudpaca_mensuel_o3.fid-4a1e4dcb_16b9690f2e4_958,348,ALPES-MARITIMES,Nice,06088,AEROPORT NICE,FR24030,fond,Périurbaine,Ozone,7,69.5,ug.m-3,mensuelle,01/06/2018 00:00,30/06/2018 23:59,true,1038885.81232927,6293319.45538434
mes_sudpaca_mensuel_o3.fid-4a1e4dcb_16b9690f2e4_959,347,ALPES-MARITIMES,Nice,06088,AEROPORT NICE,FR24030,fond,Périurbaine,Ozone,7,74.8,ug.m-3,mensuelle,01/07/2018 00:00,31/07/2018 23:59,true,1038885.81232927,6293319.45538434
mes_sudpaca_mensuel_o3.fid-4a1e4dcb_16b9690f2e4_95a,346,ALPES-MARITIMES,Nice,06088,AEROPORT NICE,FR24030,fond,Périurbaine,Ozone,7,74.9,ug.m-3,mensuelle,01/08/2018 00:00,31/08/2018 23:59,true,1038885.81232927,6293319.45538434
mes_sudpaca_mensuel_o3.fid-4a1e4dcb_16b9690f2e4_95b,345,ALPES-MARITIMES,Nice,06088,AEROPORT NICE,FR24030,fond,Périurbaine,Ozone,7,67.2,ug.m-3,mensuelle,01/09/2018 00:00,30/09/2018 23:59,true,1038885.81232927,6293319.45538434
mes_sudpaca_mensuel_o3.fid-4a1e4dcb_16b9690f2e4_95c,344,ALPES-MARITIMES,Nice,06088,AEROPORT NICE,FR24030,fond,Périurbaine,Ozone,7,48.1,ug.m-3,mensuelle,01/10/2018 00:00,31/10/2018 23:59,true,1038885.81232927,6293319.45538434
mes_sudpaca_mensuel_o3.fid-4a1e4dcb_16b9690f2e4_95d,343,ALPES-MARITIMES,Nice,06088,AEROPORT NICE,FR24030,fond,Périurbaine,Ozone,7,26.4,ug.m-3,mensuelle,01/11/2018 00:00,30/11/2018 23:59,true,1038885.81232927,6293319.45538434
mes_sudpaca_mensuel_o3.fid-4a1e4dcb_16b9690f2e4_95e,342,ALPES-MARITIMES,Nice,06088,AEROPORT NICE,FR24030,fond,Périurbaine,Ozone,7,23.5,ug.m-3,mensuelle,01/12/2018 00:00,31/12/2018 23:59,true,1038885.81232927,6293319.45538434
mes_sudpaca_mensuel_o3.fid-4a1e4dcb_16b9690f2e4_95f,341,ALPES-MARITIMES,Nice,06088,AEROPORT NICE,FR24030,fond,Périurbaine,Ozone,7,31.8,ug.m-3,mensuelle,01/01/2019 00:00,31/01/2019 23:59,true,1038885.81232927,6293319.45538434
mes_sudpaca_mensuel_o3.fid-4a1e4dcb_16b9690f2e4_960,340,ALPES-MARITIMES,Nice,06088,AEROPORT NICE,FR24030,fond,Périurbaine,Ozone,7,41.8,ug.m-3,mensuelle,01/02/2019 00:00,28/02/2019 23:59,true,1038885.81232927,6293319.45538434
mes_sudpaca_mensuel_o3.fid-4a1e4dcb_16b9690f2e4_961,339,ALPES-MARITIMES,Nice,06088,AEROPORT NICE,FR24030,fond,Périurbaine,Ozone,7,61.8,ug.m-3,mensuelle,01/03/2019 00:00,31/03/2019 23:59,true,1038885.81232927,6293319.45538434
mes_sudpaca_mensuel_o3.fid-4a1e4dcb_16b9690f2e4_962,338,ALPES-MARITIMES,Nice,06088,AEROPORT NICE,FR24030,fond,Périurbaine,Ozone,7,64.6,ug.m-3,mensuelle,01/04/2019 00:00,30/04/2019 23:59,true,1038885.81232927,6293319.45538434
mes_sudpaca_mensuel_o3.fid-4a1e4dcb_16b9690f2e4_963,332,ALPES-MARITIMES,Nice,06088,AEROPORT NICE,FR24030,fond,Périurbaine,Ozone,7,64.5,ug.m-3,mensuelle,01/05/2019 00:00,31/05/2019 23:59,true,1038885.81232927,6293319.45538434
mes_sudpaca_mensuel_o3.fid-4a1e4dcb_16b9690f2e4_964,354,HAUTES-ALPES,Gap,05061,GAP COMMANDERIE,FR24033,fond,Urbaine,Ozone,7,25,ug.m-3,mensuelle,01/12/2017 00:00,31/12/2017 23:59,true,944012.81638409,6388761.97786845
mes_sudpaca_mensuel_o3.fid-4a1e4dcb_16b9690f2e4_965,353,HAUTES-ALPES,Gap,05061,GAP COMMANDERIE,FR24033,fond,Urbaine,Ozone,7,32.3,ug.m-3,mensuelle,01/01/2018 00:00,31/01/2018 23:59,true,944012.81638409,6388761.97786845
mes_sudpaca_mensuel_o3.fid-4a1e4dcb_16b9690f2e4_966,352,HAUTES-ALPES,Gap,05061,GAP COMMANDERIE,FR24033,fond,Urbaine,Ozone,7,44.2,ug.m-3,mensuelle,01/02/2018 00:00,28/02/2018 23:59,true,944012.81638409,6388761.97786845
mes_sudpaca_mensuel_o3.fid-4a1e4dcb_16b9690f2e4_967,351,HAUTES-ALPES,Gap,05061,GAP COMMANDERIE,FR24033,fond,Urbaine,Ozone,7,58.1,ug.m-3,mensuelle,01/03/2018 00:00,31/03/2018 23:59,true,944012.81638409,6388761.97786845
mes_sudpaca_mensuel_o3.fid-4a1e4dcb_16b9690f2e4_968,350,HAUTES-ALPES,Gap,05061,GAP COMMANDERIE,FR24033,fond,Urbaine,Ozone,7,78.2,ug.m-3,mensuelle,01/04/2018 00:00,30/04/2018 23:59,true,944012.81638409,6388761.97786845
mes_sudpaca_mensuel_o3.fid-4a1e4dcb_16b9690f2e4_969,365,HAUTES-ALPES,Gap,05061,GAP COMMANDERIE,FR24033,fond,Urbaine,Ozone,7,66.7,ug.m-3,mensuelle,01/06/2018 00:00,30/06/2018 23:59,true,944012.81638409,6388761.97786845
mes_sudpaca_mensuel_o3.fid-4a1e4dcb_16b9690f2e4_96a,364,HAUTES-ALPES,Gap,05061,GAP COMMANDERIE,FR24033,fond,Urbaine,Ozone,7,85.9,ug.m-3,mensuelle,01/07/2018 00:00,31/07/2018 23:59,true,944012.81638409,6388761.97786845
mes_sudpaca_mensuel_o3.fid-4a1e4dcb_16b9690f2e4_96b,363,HAUTES-ALPES,Gap,05061,GAP COMMANDERIE,FR24033,fond,Urbaine,Ozone,7,63.9,ug.m-3,mensuelle,01/08/2018 00:00,31/08/2018 23:59,true,944012.81638409,6388761.97786845
mes_sudpaca_mensuel_o3.fid-4a1e4dcb_16b9690f2e4_96c,362,HAUTES-ALPES,Gap,05061,GAP COMMANDERIE,FR24033,fond,Urbaine,Ozone,7,64.2,ug.m-3,mensuelle,01/09/2018 00:00,30/09/2018 23:59,true,944012.81638409,6388761.97786845
mes_sudpaca_mensuel_o3.fid-4a1e4dcb_16b9690f2e4_96d,361,HAUTES-ALPES,Gap,05061,GAP COMMANDERIE,FR24033,fond,Urbaine,Ozone,7,42.1,ug.m-3,mensuelle,01/10/2018 00:00,31/10/2018 23:59,true,944012.81638409,6388761.97786845
mes_sudpaca_mensuel_o3.fid-4a1e4dcb_16b9690f2e4_96e,360,HAUTES-ALPES,Gap,05061,GAP COMMANDERIE,FR24033,fond,Urbaine,Ozone,7,24.1,ug.m-3,mensuelle,01/11/2018 00:00,30/11/2018 23:59,true,944012.81638409,6388761.97786845
mes_sudpaca_mensuel_o3.fid-4a1e4dcb_16b9690f2e4_96f,359,HAUTES-ALPES,Gap,05061,GAP COMMANDERIE,FR24033,fond,Urbaine,Ozone,7,28.5,ug.m-3,mensuelle,01/12/2018 00:00,31/12/2018 23:59,true,944012.81638409,6388761.97786845
mes_sudpaca_mensuel_o3.fid-4a1e4dcb_16b9690f2e4_970,358,HAUTES-ALPES,Gap,05061,GAP COMMANDERIE,FR24033,fond,Urbaine,Ozone,7,41.3,ug.m-3,mensuelle,01/01/2019 00:00,31/01/2019 23:59,true,944012.81638409,6388761.97786845
mes_sudpaca_mensuel_o3.fid-4a1e4dcb_16b9690f2e4_971,357,HAUTES-ALPES,Gap,05061,GAP COMMANDERIE,FR24033,fond,Urbaine,Ozone,7,45.2,ug.m-3,mensuelle,01/02/2019 00:00,28/02/2019 23:59,true,944012.81638409,6388761.97786845
mes_sudpaca_mensuel_o3.fid-4a1e4dcb_16b9690f2e4_972,356,HAUTES-ALPES,Gap,05061,GAP COMMANDERIE,FR24033,fond,Urbaine,Ozone,7,67.5,ug.m-3,mensuelle,01/03/2019 00:00,31/03/2019 23:59,true,944012.81638409,6388761.97786845
mes_sudpaca_mensuel_o3.fid-4a1e4dcb_16b9690f2e4_973,355,HAUTES-ALPES,Gap,05061,GAP COMMANDERIE,FR24033,fond,Urbaine,Ozone,7,77.6,ug.m-3,mensuelle,01/04/2019 00:00,30/04/2019 23:59,true,944012.81638409,6388761.97786845
mes_sudpaca_mensuel_o3.fid-4a1e4dcb_16b9690f2e4_974,349,HAUTES-ALPES,Gap,05061,GAP COMMANDERIE,FR24033,fond,Urbaine,Ozone,7,70.3,ug.m-3,mensuelle,01/05/2019 00:00,31/05/2019 23:59,true,944012.81638409,6388761.97786845
